# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# ZRM: Zushoryōbon Ruiju Myōgishō database
#
#
# Ruiju myōgishō 類聚名義抄, Zushoryō manuscript 図書寮本, original edition 原撰本. anonymous Buddhist monk, about 1100.
#
# ZRM.tsv
#
# Version: 1.1.1
# Date: 21 May 2026
# Last update : 21 May 2026
#
#
# Copyright (c) 2026 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Text creation and proofreading: IKEDA Shoju and Shin Woongchul
# Contact: IKEDA Shoju <ikeda.shoju@gmail.com>, SHIN Woongchul <shin.wngchl@gmail.com>
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
#
# This dataset is provided under the Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0).
#
# **Terms of License:**
# - **Attribution (BY):** When using this dataset, you must appropriately attribute the creator/provider of this dataset.
# - **ShareAlike (SA):** If you modify this dataset or create a derivative work based on it, you must release the resulting work under the same CC BY-SA 4.0 license as the original dataset.
#
# **Recommended Attribution Format:**
# When citing the use, please include '平安時代漢字字書総合データベース (HDIC)', the file name, and the version.
# Example: "Source: 平安時代漢字字書総合データベース (HDIC), ZRM.tsv 1.1.1 (Last update: 21 May 2026)"
#
# Access Rights (Availability):
# Open access
#
# File Format Information:
# Delimiter: Tab (\t)
# Encoding: UTF-8
# Header Row: The line immediately following these comment lines is the header row containing column names.
#
# Column Description: Descriptions of the data fields in each row.
#
# entry_id  An ID uniquely identifying an item. It consists of the letter 'Z' followed by a 6-digit number (e.g., Z004210). These 6 digits encode location and item type information as follows:
#   - Digits 1-3 (ppp): Page number in the facsimile edition (e.g., 004 for page 4).
#   - Digit 4 (r): Row number within the page (e.g., 2 for row 2).
#   - Digit 5 (c): Column number or 段番号 within the row (e.g., 1 for column 1).
#   - Digit 6 (t): Item type (項目種別). This digit indicates the nature of the entry in the manuscript. Possible values are:
#     - 0: Normal entry (通常項目)
#     - 1: Marginal addition (欄外補入項目)
#     - 2: Internal addition type 1 (項目内補入項目 タイプ1)
#     - 3: Internal addition type 2 (項目内補入項目 タイプ2)
#     - 9: Deleted/Struck-through entry (重複抹消項目)
#   Example: Z004210 indicates a normal entry located on page 4, row 2, column 1 of the manuscript.
# radical_index  The number assigned to the radical. Ranging from 41 to 60, with 48 and 53 being missing. # Corrected spelling from radical_index
# radical_name  The kanji name for the corresponding radical. Shows the kanji corresponding to the radical number. Covers the 18 radicals from number 41 to 60 (水・冫・言・足・立・豆・卜・山・石・玉・邑・阜・土・心・巾・糸・衣). Note that the main text is missing for number 48 (面) and 53 (色).
# page  The page number in the facsimile edition.
# entry The collated kanji. Generally adopts Kangxi Dictionary glyphs, but new glyphs in Unicode (common/popular forms) may also be used. The omission symbol '｜' is replaced with the corresponding character.
# definition    The "Chumon" (notes) regarding the item. Consists of glyph notes, pronunciation notes, meaning notes, Wakun (和訓), and others. The entered glyphs are generally those included in the Kangxi Dictionary.
# url   The Internet public URL of the facsimile image for the corresponding page in the manuscript.
# remarks   Notes by the editor, indicating additional context or supplementary information. # Added back the remarks column description
#
# Data Conventions: Rules and representations used in the transcription.
# - Empty fields are represented by an empty string (""). (Add other general conventions if applicable, e.g., handling of tabs/newlines within fields).
# - Tone marks (声点) applied to Kanji and Kana are represented by characters:
#   - 平声: L
#   - 平声軽: F
#   - 上声: H
#   - 去声: R
#   - 入声: S
#   - 入声軽: T
#   - Additional marks applied with voice points are appended: V for 双点 (indicating 濁音/voiced sound), N for ✓ (indicating 鼻音/nasal sound). E.g., LV, HN.
# - Okototen (ヲコト点) applied to Kanji are replaced with corresponding Hiragana characters.
# - Punctuation marks used are Japanese comma "、" and Japanese period "。".
# - Gōfu (合符), indicating a two-Kanji compound word, are represented by "-" for the middle mark and "_" for the left mark.
# - Kaeriten (返点) are indicated within parentheses, e.g., （㆒）.
# - In the 'definition' field (Chumon), the omission symbol "｜" (indicating the same character as the headword) is represented by "ー" followed by the corresponding character in parentheses, e.g., ー（字）. (Note: In the 'entry' field, this symbol is replaced by the actual character as described in the 'entry' column description).
# - In the 'definition' field, small characters written in double lines (双行) are enclosed in angle brackets < >.
# - Parentheses （ ） in the 'definition' field are retained as they appear in the current working data. They may contain notes on additions, layout, scribal features, source-related comments, or other editorial annotations.
# - Square brackets 【 】 in the 'definition' field are also retained as they appear in the current working data. They are mainly used for editorial or verification notes in the present stage of data preparation.
# - These parenthetical and bracketed notes may be separated into dedicated annotation fields or a separate annotation table in a future revision, but in the current version they are preserved in the 'definition' field to avoid losing information.
#
# Primary Sources:
# This transcription is primarily based on the digital facsimile images provided by the Archives and Mausolea Department of the Imperial Household Agency (listed below as Sources 1 and 5/6).
#
# 1.  English: **Collection of the Archives and Mausolea Department, Imperial Household Agency:** Ruiju Myōgishō (box 503, no.212, photographic images).
#    Japanese: **宮内庁書陵部藏:** 類聚名義抄 (box 503, no.212, photographic images).
#
# 2.  English: **Zushoryōbon Ruiju Myōgishō**, Imperial Household Agency, Archives and Mausolea Department, 1950.
#    Japanese: **圖書寮本類聚名義抄**, 宮内庁書陵部, 1950.
#    Digital access via National Diet Library Digital Collections:
#    [https://dl.ndl.go.jp/pid/2458012/1/1](https://dl.ndl.go.jp/pid/2458012/1/1)
#
# 3.  English: **Zushoryōbon Ruiju Myōgishō:** In the Collection of the Archives and Mausolea Department, Imperial Household Agency, Benseisha, 1969.
#    Japanese: **図書寮本類聚名義抄 :** 宮内庁書陵部蔵, 勉誠社, 1969.
#
# 4.  English: **Zushoryōbon Ruiju Myōgishō:** In the Collection of the Archives and Mausolea Department, Imperial Household Agency, Benseisha, 1976, Text Volume, Commentary and Index Volume.
#    Japanese: **図書寮本類聚名義抄 :** 宮内庁書陵部蔵, 勉誠社, 1976, 本文篇 , 解説索引篇.
#
# 5.  English: **Zushoryōbon Ruiju Myōgishō: Main Text Facsimile, Commentary and Index**, Bensei Publishing, 2005.
#    Japanese: **図書寮本類聚名義抄 : 本文影印 解説索引**, 勉誠出版, 2005.
#    Digital Facsimile available from the Archives and Mausolea Department:
#    [https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b](https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b)
#
# 6.  English: **Entry in the Archives and Mausolea Department Catalog and Image Disclosure System:** Ruiju Myōgishō (Hō (first half), fragments/lacunae, different edition/version), Imperial Household Agency, 2025.
#    Japanese: **書陵部所蔵資料目録・画像公開システム収録:** 類聚名義抄 (法 (前半部) 残欠・別本) , 宮内庁, 2025.
#    Digital Facsimile available via the system:
#    [https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b](https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b)
#    *(Note: This URL appears to be the viewer link for the specific item described in this entry).*
#
# Acknowledgments:
# We are grateful to the Archives and Mausolea Department of the Imperial Household Agency (Kunai-chō Shoryōbu) for permission to publish the decipherment text of ZRM (Permission No. 宮内発343号, dated March 10, 2014 / 平成26年3月10日). # Consolidated Acknowledgments
#
# This work was supported by JSPS KAKENHI Grant Numbers 16H03422, 19H00526 and 23K17500.
entry_id	radical_index	radical_name	page	entry	definition	url	remarks
Z004210	41	水	4	水	弘云尸癸（H）反。・中云所ー（水）以潤万物㆒也・玉云五行一曰ー（水）北方行也。・魴曰江海淮濟河泉皆曰ー（水）㆒也。井泉曰ー（水）也。・月ー（水）俗云佐波利（HHH）類聚抄莖垂類	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=5	
Z004310	41	水	4	水λ	類云正水今	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=5	
Z004320	41	水	4	大水	玉云海也	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=5	
Z004330	41	水	4	洪水	上音鴻（L）・真云大也オホキナリ（LLFLH）書	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=5	
Z004340	41	水	4	麗水	千字文註云在益州永昌郡中有金往々浮出（以下補入）	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=5	
Z004410	41	水	4	水手	順云日本紀私記云賀古（LF）今案書注賀古者鹿子義。俗或呼ーー（水手）㆒為賀古と。△下	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=5	
Z004440	41	水	4	石清水	延喜式云イハシミツ（HHHLLV）	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=5	
Z004510	41	水	4	法	中云方乏（T）反。常也令也・玉云則也數也・慈曰ー（法）者ー（法）則、放學為義。又云軌則也又楷式也。又ー（法）者道理義・唯識論云ー（法）謂軌持ノリ（HL）律ノトル（HLH）記コトハ<ワ>リ（LLLL）智論古點（以下補入）	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=5	
Z004610	41	水	4	𣳬灋	類云二正	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=5	
Z004620	41	水	4	𣳬	類云二古	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=5	
Z004630	41	水	4	𣳬β	類云俗法今	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=5	
Z004640	41	水	4	法界	慈云三乗妙法所依相故名為法界々者體義但妙法依。	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=5	
Z004730	41	水	4	法性	又曰性者體義一切法體故名△下	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=5	
Z005110	41	水	5	法定	真興云其性定有故	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=6	
Z005120	41	水	5	法住	又云住諸法中㆒故已上四真如異名。	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=6	
Z005140	41	水	5	法義	慈曰ー（法）者能詮文字之教、義者所詮趣理之義。	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=6	
Z005220	41	水	5	法來β	广云梵云曇無竭㆒此云法上。亦法鏡。皆一義。	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=6	
Z005240	41	水	5	法用	ミツクロヒス（HHVHLLF）遊	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=6	
Z005310	41	水	5	源	音元（LV）・玉云水之本也。ミナモト（HHHH）選广云説文作原・真云水出處也。	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=6	
Z005330	41	水	5	源λ	類云正	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=6	
Z005340	41	水	5	源β源γ源δ	又云三谷	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=6	
Z005410	41	水	5	海	川云音改（H）和名宇美（LH）・中云百川所歸也・真云大水也・玉云百谷王也。九夷八蠻六戎五狄曰四ー（海）・法花巠（經）云諸水之中ー（海）為第一。	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=6	
Z005510	41	水	5	𣴴	真云古	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=6	
Z005520	41	水	5	海住	真云梵云娑竭羅亦云娑伽羅。	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=6	
Z005540	41	水	5	海此岸旃檀	中云行賀云此略海岸所出之香㆒名ーーーーー（海此岸旃檀）香と。	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=6	
Z005630	41	水	5	汝	真云而与（H）反你也・玉云黏也女也。謂彼㆒為ー（汝）。猶自稱為（待）我㆒。尓也。ナムチノ（HHHVH）記イマシ古語	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=6	
Z005710	41	水	5	滄溟	上川云音倉（L）・玉云塞也寒也・下音見下（この三字補入）玉云小雨也・广云小雨ー（溟）々南ー（溟）天池也。海之別名也如渤澥（てを?）等也北ー（溟）有魚是也。ーー（滄溟）川云阿乎宇奈波良（LHLHLH）	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=6	
Z006110	41	水	6	溟渤	川云冥（L）勃（S）二音禾名於保歧宇美（LLFLH）・下東云水盛皃水勢也水湧起也	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=7	
Z006140	41	水	6	渤澥	東云海名。	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=7	
Z006210	41	水	6	浡々	广云亦郣字蒲没反。ー（浡）盛也。又云水蹙縐緾聚皃也。	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=7	
Z006230	41	水	6	浡地	音同上	https://shoryobu.kunaicho.go.jp/Toshoryo/Viewer/1000629270000/aaab5460f16b4f4082f0b8fe6f2ea08b?p=7	
