# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Kanchi’inbon Ruiju Myogisho database
#
# Ruiju myogishō 類聚名義抄, Kanchi’in copy 観智院本, reorganized edition 改編本. 
# anonymous Buddhist monk, the latter half of the 12th century.
#
# KRM_definitions.tsv
# Version: 1.1.55
# Date: 2023-03-06
# Last update : 2024-03-17
#
# Copyright (c) 2023-2025 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
# Data License Information and Access Rights
# License: 
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability): 
# Open access
#
# TSV Format information:
#	KRID_no     Item serial number and definition order number
#	KR2ID       Kazama edition item ID number
#	Entry       Headword
#	Def         Definition of pronunciation, meaning and variant(s)
#	Def_code    Definition code number
#	Def_name    Sub category name
#	Word_form   Normalized form
#	JK_URL      Nihon Kokugo Daijiten, Shogakukan Japanese dictionary, Japanknowledge Personal URL
#
# Def_code:
#	Glyph               from 111 to 127
# 	Pronunciation       from 212 to 238
#	Meaning in Chinese  from 311 to 329
# 	Japanese reading    from 417 to 434
# 	Unknown             511 and 512
# 	Reference           611 and 612
# 	Source name         711 and 712
# 	Supplementary note  from 811 to 815
# 	Others              from 911 to 998
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publish the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500.
#
KRID_no	KR2ID	Entry	Def	Def_code	Def_name	Word_form	JK_URL	Remarks
F00001_01	K0100131	人	音仁(L")「ニン」	215	音注声点有_類音注等		
F00001_02	K0100131	人	ヒト(HL)	411	和訓声点有	ひと	2002038b2b0dSG3SH587
F00001_03	K0100131	人	ワレ(LL)	411	和訓声点有	われ	200204851767360p1xGX
F00001_04	K0100131	人	サネ	421	和訓	さね	200201c243db1ru6IIxZ
F00001_05	K0100131	人	マホル	421	和訓	まぼる	200203f5cc6eD384M7bW
F00001_06	K0100131	人	ユク	421	和訓	ゆく	20020447be39Z4Y8rP88
F00002_01	K0100133	一／人	ヒトリ(LH@)	411	和訓声点有	ひとり	2002038ecdd3XdKnc83p
F00003_01	K0100134	二／人	フタリ(HHL)	411	和訓声点有	ふたり	200203af0a542M8zXFS8
F00004_01	K0100141	五／ー（人）	イトリ(LHL)	411	和訓声点有	いとり	2002004af4cczk89koWk
F00005_01	K0100142	ー（人）／等	ヒトヽモ(HHH"H)	411	和訓声点有	ひとども	N/A
F00006_01	K0100143	湯／ー（人）	ユヱ(L@)	411	和訓声点有	ゆゑ	20020445e9e3Cl3L4FY3
F00007_01	K0100144	真／人	マフト(HHL)	411	和訓声点有	まふと	20020423f3009MUQ9Qs8
F00008_01	K0100151	漁／ー（人）	アマ(LL)	411	和訓声点有	あま	2002001f021e9Z9IK9Kr
F00009_01	K0100152	海／ー（人）	同上	433	訓注同		
F00010_01	K0100153	盗／ー（人）	ヌスヒト	421	和訓	ぬすびと	2002033d2fca41n2IweW
F00011_01	K0100154	不／良／人	同上	433	訓注同		
F00012_01	K0100161	毛／ー（人）	ヱヒス	421	和訓	えびす	2002007f6800iDQ6vrjW
F00013_01	K0100162	白／ー（人）	シレモノ	421	和訓	しれもの	2002022ef48ecJNS9dGp
F00014_01	K0100163	桃／ー（人）	モヽノサネ(@@@LL)	411	和訓声点有	もものさね	2002042cc7489Zi7S429
F00015_01	K0100164	ー（人）／參	カノニケクサ(LLLL"H"L)	411	和訓声点有	かのにげぐさ	200200e2fa196d6M4v4k
F00016_01	K0100171	佛	音費(R)「ヒ」	215	音注声点有_類音注等		
F00016_02	K0100171	佛	ホノカナリ	421	和訓	ほのかなり	200203e19b0aS2G72RmI
F00016_03	K0100171	佛	又符「フ」弗(S)「フツ」反	214	音注声点有_反切		
F00016_04	K0100171	佛	ホトケ	421	和訓	ほとけ	200203e0a05bBOUIZvTu
F00016_05	K0100171	佛	ヲホキニス-ナリ(LLHHH-@@)	411	和訓声点有	おほきにす/おほきなり/をほきにす/をほきなり	2002008dedc90gl611c8
F00016_06	K0100171	佛	タチマチ	421	和訓	たちまち	200202a0983d122VnbUN
F00016_07	K0100171	佛	又音弼(S)「ヒチ」	215	音注声点有_類音注等		
F00016_08	K0100171	佛	タスク(LLH)	411	和訓声点有	たすく	2002029da95edAdXmZf1
F00016_09	K0100171	佛	和音部ツ	222	音注和音声点無		
F00017_01	K0100174	仏	俗佛字	121	字体注		
F00017_02	K0100174	仏	又見別字	121	字体注		
F00018_01	K0100181	仿／佛	ホノカナリ	421	和訓	ほのかなり	200203e19b0aS2G72RmI
F00018_02	K0100181	仿／佛	上芳往反	218	音注声点無_反切		
F00018_03	K0100181	仿／佛	*ホノカナリ	421	和訓	ほのかなり	200203e19b0aS2G72RmI
F00018_04	K0100181	仿／佛	ヲホツカナシ	421	和訓	おぼつかなし	200200a8b0d2pI94aB1E
F00018_05	K0100181	仿／佛	ナラフ	421	和訓	ならふ	200203292aa3on5zihjq
F00018_06	K0100181	仿／佛	カタヒク	421	和訓	かたひく	200200d88d0e08XQc094
F00018_07	K0100181	仿／佛	イカル	421	和訓	いかる	200200324792M186e57i
F00018_08	K0100181	仿／佛	下音費	219	音注声点無_類音注等		
F00019_01	K0100184	㑂	或作髣正	121	字体注		
F00020_01	K0100211	仿／像	ホノカナリ	421	和訓	ほのかなり	200203e19b0aS2G72RmI
F00020_02	K0100211	仿／像	下在下	611	参照注		
F00021_01	K0100212	㐻	内(R)「タイ」納二音	215	音注声点有_類音注等		
F00022_01	K0100213	僧	蘇曽(F)反	214	音注声点有_反切		
F00022_02	K0100213	僧	カハラク(HHHL")	411	和訓声点有	やはらぐ	20020440290cyq0Lt2Jf
F00022_03	K0100213	僧	ネムコロ	421	和訓	ねむころ	200203457f5bvL1U5kd9
F00022_04	K0100213	僧	サトル	421	和訓	さとる	200201c1ec8f8QrKR7OQ
F00022_05	K0100213	僧	和音ソウ(LL-N)	212	音注和音声点有		
F00023_01	K0100221	傮	遭(L)「サウ」曹(L)「サウ」二音	215	音注声点有_類音注等		
F00023_02	K0100221	傮	終也	322	義注		
F00024_01	K0100222	⿰亻胃	音謂(R)「ヰ」	215	音注声点有_類音注等		
F00024_02	K0100222	⿰亻胃	胃也	322	義注		
F00024_03	K0100222	⿰亻胃	サソフ	421	和訓	さそふ	200201be9384h55fEFad
F00025_01	K0100223	倡	音昌(H)	215	音注声点有_類音注等		
F00025_02	K0100223	倡	ウタヽヽヒ(HH@@L)	411	和訓声点有	うたうたひ	200200659b85saNOLzJ1
F00025_03	K0100223	倡	ウタメ	421	和訓	うため	200200663157YZbxNrg7
F00025_04	K0100223	倡	ウタフ	421	和訓	うたふ	200200659929M7R29NmF
F00025_05	K0100223	倡	イサナウ(LL"@@)	411	和訓声点有	いざなふ	20020037031c4z3E0udw
F00025_06	K0100223	倡	アソフ	421	和訓	あそぶ	200200167b1b771K8OcV
F00025_07	K0100223	倡	マフ	421	和訓	まふ	200203e9addaTQu4xy4H
F00025_08	K0100223	倡	ワサウタ(HH"@@)	411	和訓声点有	わざうた	200204804573Wh63vkK3
F00026_01	K0100231	ー（倡）／導	イサナヒミチヒク(LL"HH@@@@)	411	和訓声点有	いざなひみちびく	N/A
F00027_01	K0100232	ー（倡）／女	ウタメ	421	和訓	うため	200200663157YZbxNrg7
F00028_01	K0100233	侶	音呂(H)	215	音注声点有_類音注等		
F00028_02	K0100233	侶	トモ(HH)	411	和訓声点有	とも	2002031002b9ETM8BTpF
F00028_03	K0100233	侶	トモカラ	421	和訓	ともがら	20020310456028YOr4aT
F00028_04	K0100233	侶	和音リヨ(HH)又ロ	212	音注和音声点有		
F00029_01	K0100241	㐰	古文信字	121	字体注		
F00029_02	K0100241	㐰	マコト	421	和訓	まこと	200203edde30X8qz21S1
F00030_01	K0100242	伿	音易(R)	215	音注声点有_類音注等		
F00030_02	K0100242	伿	コヽロ	421	和訓	こころ	2002018ab915n56uC8Fy
F00030_03	K0100242	伿	モノウシ	421	和訓	ものうし	2002042a78d9Xah0weT2
F00030_04	K0100242	伿	憤也	322	義注		
F00031_01	K0100243	佋	音韶「セウ」	219	音注声点無_類音注等		
F00031_02	K0100243	佋	テラス	421	和訓	てらす	200202ea18d8PviloTP4
F00031_03	K0100243	佋	カロヽヽシ	421	和訓	かろがろし	200200f27670Zy2s96W7
F00031_04	K0100243	佋	〻動廟尊卑之次也	322	義注		
F00032_01	K0100251	偘／侃	上俗下正	121	字体注		
F00032_02	K0100251	偘／侃	詳視也	322	義注		
F00032_03	K0100251	偘／侃	空旱(H)反	214	音注声点有_反切		
F00032_04	K0100251	偘／侃	強直也	322	義注		
F00032_05	K0100251	偘／侃	𥬇〻	322	義注		
F00032_06	K0100251	偘／侃	音看(L)之去聲	215	音注声点有_類音注等		
F00032_07	K0100251	偘／侃	又苦寒(L)反	214	音注声点有_反切		
F00032_08	K0100251	偘／侃	如也	322	義注		
F00032_09	K0100251	偘／侃	正也	322	義注		
F00032_10	K0100251	偘／侃	大也	322	義注		
F00032_11	K0100251	偘／侃	タヽノトモ	421	和訓	たたのとも	
F00033_01	K0100261	仁	音人(L")「ニン」「シム」	215	音注声点有_類音注等		
F00033_02	K0100261	仁	キミ(HH)	411	和訓声点有	きみ	20020116e6d1U1lXFc66
F00033_03	K0100261	仁	ナムチ(HHH")	411	和訓声点有	なむぢ	2002032bfb6dgbzi7wU2
F00033_04	K0100261	仁	ヒト(HL)	411	和訓声点有	ひと	2002038b2b0dSG3SH587
F00033_05	K0100261	仁	ウツクシフ(LL@@@)	411	和訓声点有	うつくしぶ	20020069debbusdGkn21
F00033_06	K0100261	仁	メクム	421	和訓	めぐむ	2002041d43464QGw1bAx
F00033_07	K0100261	仁	ムツマシ	421	和訓	むつまし	20020415ca69kDM2L5x5
F00033_08	K0100261	仁	ヨシ	421	和訓	よし	2002044c35eecK16K1He
F00033_09	K0100261	仁	ヨロコフ	421	和訓	よろこぶ	2002045b4782T59A0HGL
F00033_10	K0100261	仁	ユルス	421	和訓	ゆるす	2002044b511276oV7g12
F00033_11	K0100261	仁	シノフ	421	和訓	しのふ	
F00033_12	K0100261	仁	タフトシ	421	和訓	たふとし	200202fbc4f2Do7v3c9m
